account_id,score_date,vendor_risk_score,vendor_risk_band
A007273,2025-01-31,664.1,C
A007274,2025-01-31,633.4,C
A007275,2025-01-31,597.2,D
A007276,2025-01-31,660.3,C
A007277,2025-01-31,657.9,C
A007278,2025-01-31,505.0,E
A007279,2025-01-31,547.2,E
A007280,2025-01-31,542.5,E
A007281,2025-01-31,702.4,B
A007282,2025-01-31,725.2,B
A007283,2025-01-31,700.6,B
A007284,2025-01-31,547.7,E
A007285,2025-01-31,625.6,C
A007286,2025-01-31,669.7,C
A007287,2025-01-31,659.5,C
A007288,2025-01-31,778.2,A
A007289,2025-01-31,620.1,C
A007290,2025-01-31,562.6,D
A007291,2025-01-31,742.8,A
A007292,2025-01-31,644.8,C
A007293,2025-01-31,659.4,C
A007294,2025-01-31,592.0,D
A007295,2025-01-31,667.4,C
A007296,2025-01-31,590.2,D
A007297,2025-01-31,580.2,D
A007298,2025-01-31,678.9,C
A007299,2025-01-31,761.4,A
A007300,2025-01-31,727.3,B
A007301,2025-01-31,753.7,A
A007302,2025-01-31,686.6,B
A007303,2025-01-31,749.6,A
A007304,2025-01-31,779.0,A
A007305,2025-01-31,646.5,C
A007306,2025-01-31,773.8,A
A007307,2025-01-31,636.0,C
A007308,2025-01-31,649.9,C
A007309,2025-01-31,624.5,C
A007310,2025-01-31,615.6,D
A007311,2025-01-31,649.3,C
A007312,2025-01-31,662.0,C
A007313,2025-01-31,568.6,D
A007314,2025-01-31,629.4,C
A007315,2025-01-31,566.9,D
A007316,2025-01-31,624.6,C
A007317,2025-01-31,639.0,C
A007318,2025-01-31,571.2,D
A007319,2025-01-31,656.7,C
A007320,2025-01-31,716.4,B
A007321,2025-01-31,738.3,B
A007322,2025-01-31,671.2,C
A007323,2025-01-31,595.7,D
A007324,2025-01-31,697.3,B
A007325,2025-01-31,716.2,B
A007326,2025-01-31,735.0,B
A007327,2025-01-31,693.7,B
A007328,2025-01-31,725.4,B
A007329,2025-01-31,645.5,C
A007330,2025-01-31,676.5,C
A007331,2025-01-31,705.2,B
A007332,2025-01-31,704.7,B
A007333,2025-01-31,604.1,D
A007334,2025-01-31,592.2,D
A007335,2025-01-31,656.6,C
A007336,2025-01-31,577.7,D
A007337,2025-01-31,654.8,C
A007338,2025-01-31,663.4,C
A007339,2025-01-31,690.6,B
A007340,2025-01-31,617.9,D
A007341,2025-01-31,632.1,C
A007342,2025-01-31,666.4,C
A007343,2025-01-31,672.8,C
A007344,2025-01-31,572.0,D
A007345,2025-01-31,560.3,D
A007346,2025-01-31,609.0,D
A007347,2025-01-31,714.3,B
A007348,2025-01-31,643.0,C
A007349,2025-01-31,683.6,B
A007350,2025-01-31,658.5,C
A007351,2025-01-31,587.2,D
A007352,2025-01-31,678.1,C
A007353,2025-01-31,655.1,C
A007354,2025-01-31,725.6,B
A007355,2025-01-31,644.9,C
A007356,2025-01-31,622.3,C
A007357,2025-01-31,652.4,C
A007358,2025-01-31,662.8,C
A007359,2025-01-31,622.9,C
A007360,2025-01-31,703.8,B
A007361,2025-01-31,582.5,D
A007362,2025-01-31,675.4,C
A007363,2025-01-31,574.4,D
A007364,2025-01-31,701.4,B
A007365,2025-01-31,622.7,C
A007366,2025-01-31,712.4,B
A007367,2025-01-31,710.1,B
A007368,2025-01-31,646.0,C
A007369,2025-01-31,681.7,B
A007370,2025-01-31,727.6,B
A007371,2025-01-31,771.3,A
A007372,2025-01-31,654.0,C
A007373,2025-01-31,714.7,B
A007374,2025-01-31,716.6,B
A007375,2025-01-31,554.0,E
A007376,2025-01-31,687.6,B
A007377,2025-01-31,662.7,C
A007378,2025-01-31,577.8,D
A007379,2025-01-31,705.7,B
A007380,2025-01-31,621.3,C
A007381,2025-01-31,695.8,B
A007382,2025-01-31,649.1,C
A007383,2025-01-31,588.2,D
A007384,2025-01-31,526.1,E
A007385,2025-01-31,684.7,B
A007386,2025-01-31,685.4,B
A007387,2025-01-31,748.9,A
A007388,2025-01-31,696.3,B
A007389,2025-01-31,682.7,B
A007390,2025-01-31,605.0,D
A007391,2025-01-31,662.6,C
A007392,2025-01-31,643.4,C
A007393,2025-01-31,704.8,B
A007394,2025-01-31,633.4,C
A007395,2025-01-31,683.7,B
A007396,2025-01-31,698.1,B
A007397,2025-01-31,683.6,B
A007398,2025-01-31,519.8,E
A007399,2025-01-31,551.7,E
A007400,2025-01-31,611.9,D
A007401,2025-01-31,682.4,B
A007402,2025-01-31,600.9,D
A007403,2025-01-31,639.7,C
A007404,2025-01-31,528.8,E
A007405,2025-01-31,678.9,C
A007406,2025-01-31,693.5,B
A007407,2025-01-31,642.4,C
A007408,2025-01-31,590.1,D
A007409,2025-01-31,637.4,C
A007410,2025-01-31,723.7,B
A007411,2025-01-31,715.6,B
A007412,2025-01-31,682.6,B
A007413,2025-01-31,736.5,B
A007414,2025-01-31,700.8,B
A007415,2025-01-31,584.0,D
A007416,2025-01-31,704.5,B
A007417,2025-01-31,616.6,D
A007418,2025-01-31,681.7,B
A007419,2025-01-31,595.4,D
A007420,2025-01-31,578.2,D
A007421,2025-01-31,647.8,C
A007422,2025-01-31,732.8,B
A007423,2025-01-31,633.5,C
A007424,2025-01-31,698.7,B
A007425,2025-01-31,715.1,B
A007426,2025-01-31,744.0,A
A007427,2025-01-31,764.5,A
A007428,2025-01-31,630.2,C
A007429,2025-01-31,542.5,E
A007430,2025-01-31,573.1,D
A007431,2025-01-31,593.4,D
A007432,2025-01-31,628.9,C
A007433,2025-01-31,548.5,E
A007434,2025-01-31,656.4,C
A007435,2025-01-31,704.5,B
A007436,2025-01-31,661.5,C
A007437,2025-01-31,716.1,B
A007438,2025-01-31,612.3,D
A007439,2025-01-31,708.3,B
A007440,2025-01-31,618.1,D
A007441,2025-01-31,665.1,C
A007442,2025-01-31,603.6,D
A007443,2025-01-31,602.8,D
A007444,2025-01-31,637.9,C
A007445,2025-01-31,566.8,D
A007446,2025-01-31,622.0,C
A007447,2025-01-31,700.9,B
A007448,2025-01-31,729.0,B
A007449,2025-01-31,632.1,C
A007450,2025-01-31,703.0,B
A007451,2025-01-31,629.5,C
A007452,2025-01-31,640.5,C
A007453,2025-01-31,647.8,C
A007454,2025-01-31,590.1,D
A007455,2025-01-31,599.6,D
A007456,2025-01-31,570.2,D
A007457,2025-01-31,679.3,C
A007458,2025-01-31,622.2,C
A007459,2025-01-31,608.2,D
A007460,2025-01-31,499.9,E
A007461,2025-01-31,553.0,E
A007462,2025-01-31,639.2,C
A007463,2025-01-31,735.2,B
A007464,2025-01-31,743.8,A
A007465,2025-01-31,666.0,C
A007466,2025-01-31,703.9,B
A007467,2025-01-31,673.5,C
A007468,2025-01-31,660.7,C
A007469,2025-01-31,740.0,B
A007470,2025-01-31,658.3,C
A007471,2025-01-31,628.4,C
A007472,2025-01-31,648.0,C
A007473,2025-01-31,643.2,C
A007474,2025-01-31,672.1,C
A007475,2025-01-31,717.3,B
A007476,2025-01-31,603.2,D
A007477,2025-01-31,608.9,D
A007478,2025-01-31,675.2,C
A007479,2025-01-31,603.9,D
A007480,2025-01-31,613.6,D
A007481,2025-01-31,660.5,C
A007482,2025-01-31,687.0,B
A007483,2025-01-31,646.6,C
A007484,2025-01-31,697.9,B
A007485,2025-01-31,705.5,B
A007486,2025-01-31,579.6,D
A007487,2025-01-31,622.5,C
A007488,2025-01-31,675.4,C
A007489,2025-01-31,736.8,B
A007490,2025-01-31,706.8,B
A007491,2025-01-31,629.4,C
A007492,2025-01-31,679.5,C
A007493,2025-01-31,708.1,B
A007494,2025-01-31,796.9,A
A007495,2025-01-31,684.6,B
A007496,2025-01-31,704.6,B
A007497,2025-01-31,646.4,C
A007498,2025-01-31,630.5,C
A007499,2025-01-31,762.7,A
A007500,2025-01-31,570.5,D
A007501,2025-01-31,656.1,C
A007502,2025-01-31,760.7,A
A007503,2025-01-31,691.7,B
A007504,2025-01-31,639.4,C
A007505,2025-01-31,693.0,B
A007506,2025-01-31,649.1,C
A007507,2025-01-31,750.9,A
A007508,2025-01-31,731.9,B
A007509,2025-01-31,573.9,D
A007510,2025-01-31,659.4,C
A007511,2025-01-31,665.1,C
A007512,2025-01-31,692.7,B
A007513,2025-01-31,627.3,C
A007514,2025-01-31,677.9,C
A007515,2025-01-31,589.8,D
A007516,2025-01-31,641.4,C
A007517,2025-01-31,582.1,D
A007518,2025-01-31,665.6,C
A007519,2025-01-31,626.8,C
A007520,2025-01-31,697.5,B
A007521,2025-01-31,668.3,C
A007522,2025-01-31,750.6,A
A007523,2025-01-31,706.9,B
A007524,2025-01-31,653.7,C
A007525,2025-01-31,709.2,B
A007526,2025-01-31,637.5,C
A007527,2025-01-31,713.6,B
A007528,2025-01-31,664.3,C
A007529,2025-01-31,686.3,B
A007530,2025-01-31,717.2,B
A007531,2025-01-31,638.7,C
A007532,2025-01-31,756.9,A
A007533,2025-01-31,771.8,A
A007534,2025-01-31,666.3,C
A007535,2025-01-31,680.9,B
A007536,2025-01-31,640.8,C
A007537,2025-01-31,604.0,D
A007538,2025-01-31,587.7,D
A007539,2025-01-31,645.3,C
A007540,2025-01-31,741.0,A
A007541,2025-01-31,671.0,C
A007542,2025-01-31,758.9,A
A007543,2025-01-31,609.6,D
A007544,2025-01-31,607.3,D
A007545,2025-01-31,735.3,B
A007546,2025-01-31,642.3,C
A007547,2025-01-31,694.7,B
A007548,2025-01-31,627.7,C
A007549,2025-01-31,632.6,C
A007550,2025-01-31,664.5,C
A007551,2025-01-31,656.7,C
A007552,2025-01-31,653.2,C
A007553,2025-01-31,568.3,D
A007554,2025-01-31,652.5,C
A007555,2025-01-31,649.3,C
A007556,2025-01-31,714.9,B
A007557,2025-01-31,649.5,C
A007558,2025-01-31,590.1,D
A007559,2025-01-31,734.1,B
A007560,2025-01-31,643.9,C
A007561,2025-01-31,531.9,E
A007562,2025-01-31,632.2,C
A007563,2025-01-31,601.2,D
A007564,2025-01-31,679.3,C
A007565,2025-01-31,681.7,B
A007566,2025-01-31,682.5,B
A007567,2025-01-31,699.0,B
A007568,2025-01-31,670.9,C
A007569,2025-01-31,760.2,A
A007570,2025-01-31,753.7,A
A007571,2025-01-31,630.5,C
A007572,2025-01-31,726.0,B
A007573,2025-01-31,810.8,A
A007574,2025-01-31,690.3,B
A007575,2025-01-31,712.0,B
A007576,2025-01-31,699.3,B
A007577,2025-01-31,636.1,C
A007578,2025-01-31,661.1,C
A007579,2025-01-31,551.3,E
A007580,2025-01-31,767.3,A
A007581,2025-01-31,699.3,B
A007582,2025-01-31,697.3,B
A007583,2025-01-31,728.7,B
A007584,2025-01-31,693.1,B
A007585,2025-01-31,621.5,C
A007586,2025-01-31,617.9,D
A007587,2025-01-31,704.1,B
A007588,2025-01-31,679.9,C
A007589,2025-01-31,705.5,B
A007590,2025-01-31,709.2,B
A007591,2025-01-31,620.5,C
A007592,2025-01-31,669.1,C
A007593,2025-01-31,720.9,B
A007594,2025-01-31,739.4,B
A007595,2025-01-31,692.3,B
A007596,2025-01-31,663.1,C
A007597,2025-01-31,705.3,B
A007598,2025-01-31,694.9,B
A007599,2025-01-31,756.0,A
A007600,2025-01-31,691.1,B
A007601,2025-01-31,634.9,C
A007602,2025-01-31,693.9,B
A007603,2025-01-31,716.0,B
A007604,2025-01-31,570.8,D
A007605,2025-01-31,691.3,B
A007606,2025-01-31,637.8,C
A007607,2025-01-31,678.0,C
A007608,2025-01-31,657.3,C
A007609,2025-01-31,636.4,C
A007610,2025-01-31,616.2,D
A007611,2025-01-31,634.9,C
A007612,2025-01-31,568.1,D
A007613,2025-01-31,552.1,E
A007614,2025-01-31,569.4,D
A007615,2025-01-31,657.8,C
A007616,2025-01-31,630.3,C
A007617,2025-01-31,645.4,C
A007618,2025-01-31,694.4,B
A007619,2025-01-31,644.5,C
A007620,2025-01-31,689.4,B
A007621,2025-01-31,627.0,C
A007622,2025-01-31,725.3,B
A007623,2025-01-31,678.3,C
A007624,2025-01-31,644.6,C
A007625,2025-01-31,601.3,D
A007626,2025-01-31,598.1,D
A007627,2025-01-31,597.0,D
A007628,2025-01-31,622.0,C
A007629,2025-01-31,707.9,B
A007630,2025-01-31,731.8,B
A007631,2025-01-31,734.9,B
A007632,2025-01-31,693.0,B
A007633,2025-01-31,703.1,B
A007634,2025-01-31,706.4,B
A007635,2025-01-31,712.6,B
A007636,2025-01-31,719.3,B
A007637,2025-01-31,636.0,C
A007638,2025-01-31,673.2,C
A007639,2025-01-31,584.3,D
A007640,2025-01-31,701.3,B
A007641,2025-01-31,656.2,C
A007642,2025-01-31,596.2,D
A007643,2025-01-31,577.8,D
A007644,2025-01-31,684.1,B
A007645,2025-01-31,704.5,B
A007646,2025-01-31,690.8,B
A007647,2025-01-31,619.2,D
A007648,2025-01-31,789.5,A
A007649,2025-01-31,609.6,D
A007650,2025-01-31,600.3,D
A007651,2025-01-31,668.1,C
A007652,2025-01-31,634.4,C
A007653,2025-01-31,574.6,D
A007654,2025-01-31,624.9,C
A007655,2025-01-31,714.1,B
A007656,2025-01-31,697.1,B
A007657,2025-01-31,612.7,D
A007658,2025-01-31,619.1,D
A007659,2025-01-31,614.8,D
A007660,2025-01-31,670.7,C
A007661,2025-01-31,666.8,C
A007662,2025-01-31,645.1,C
A007663,2025-01-31,646.4,C
A007664,2025-01-31,665.4,C
A007665,2025-01-31,535.4,E
A007666,2025-01-31,541.1,E
A007667,2025-01-31,700.9,B
A007668,2025-01-31,712.3,B
A007669,2025-01-31,727.8,B
A007670,2025-01-31,634.6,C
A007671,2025-01-31,805.9,A
A007672,2025-01-31,726.4,B
A007673,2025-01-31,758.8,A
A007674,2025-01-31,700.8,B
A007675,2025-01-31,658.1,C
A007676,2025-01-31,748.3,A
A007677,2025-01-31,620.0,C
A007678,2025-01-31,593.6,D
A007679,2025-01-31,529.3,E
A007680,2025-01-31,649.2,C
A007681,2025-01-31,678.8,C
A007682,2025-01-31,627.2,C
A007683,2025-01-31,640.5,C
A007684,2025-01-31,619.9,D
A007685,2025-01-31,626.4,C
A007686,2025-01-31,624.3,C
A007687,2025-01-31,577.8,D
A007688,2025-01-31,722.1,B
A007689,2025-01-31,633.6,C
A007690,2025-01-31,632.4,C
A007691,2025-01-31,633.2,C
A007692,2025-01-31,667.3,C
A007693,2025-01-31,643.0,C
A007694,2025-01-31,578.1,D
A007695,2025-01-31,690.2,B
A007696,2025-01-31,673.2,C
A007697,2025-01-31,657.4,C
A007698,2025-01-31,628.1,C
A007699,2025-01-31,675.1,C
A007700,2025-01-31,543.8,E
A007701,2025-01-31,602.4,D
A007702,2025-01-31,682.4,B
A007703,2025-01-31,705.7,B
A007704,2025-01-31,686.7,B
A007705,2025-01-31,759.6,A
A007706,2025-01-31,616.5,D
A007707,2025-01-31,682.2,B
A007708,2025-01-31,675.6,C
A007709,2025-01-31,710.4,B
A007710,2025-01-31,719.8,B
A007711,2025-01-31,616.3,D
A007712,2025-01-31,638.6,C
A007713,2025-01-31,668.5,C
A007714,2025-01-31,512.5,E
A007715,2025-01-31,588.7,D
A007716,2025-01-31,547.0,E
A007717,2025-01-31,535.1,E
A007718,2025-01-31,616.3,D
A007719,2025-01-31,777.3,A
A007720,2025-01-31,654.0,C
A007721,2025-01-31,655.0,C
A007722,2025-01-31,625.4,C
A007723,2025-01-31,581.1,D
A007724,2025-01-31,649.0,C
A007725,2025-01-31,578.8,D
A007726,2025-01-31,638.5,C
A007727,2025-01-31,686.0,B
A007728,2025-01-31,664.5,C
A007729,2025-01-31,618.6,D
A007730,2025-01-31,618.7,D
A007731,2025-01-31,621.7,C
A007732,2025-01-31,619.3,D
A007733,2025-01-31,735.8,B
A007734,2025-01-31,731.1,B
A007735,2025-01-31,616.8,D
A007736,2025-01-31,656.4,C
A007737,2025-01-31,685.8,B
A007738,2025-01-31,741.2,A
A007739,2025-01-31,704.1,B
A007740,2025-01-31,651.5,C
A007741,2025-01-31,712.0,B
A007742,2025-01-31,728.0,B
A007743,2025-01-31,702.1,B
A007744,2025-01-31,738.3,B
A007745,2025-01-31,824.6,A
A007746,2025-01-31,644.4,C
A007747,2025-01-31,613.6,D
A007748,2025-01-31,611.7,D
A007749,2025-01-31,647.5,C
A007750,2025-01-31,679.8,C
A007751,2025-01-31,523.8,E
A007752,2025-01-31,688.4,B
A007753,2025-01-31,625.5,C
A007754,2025-01-31,716.1,B
A007755,2025-01-31,676.2,C
A007756,2025-01-31,707.6,B
A007757,2025-01-31,773.9,A
A007758,2025-01-31,641.5,C
A007759,2025-01-31,580.3,D
A007760,2025-01-31,628.3,C
A007761,2025-01-31,706.2,B
A007762,2025-01-31,683.6,B
A007763,2025-01-31,677.6,C
A007764,2025-01-31,674.2,C
A007765,2025-01-31,755.4,A
A007766,2025-01-31,597.5,D
A007767,2025-01-31,752.0,A
A007768,2025-01-31,603.5,D
A007769,2025-01-31,640.6,C
A007770,2025-01-31,513.8,E
A007771,2025-01-31,659.4,C
A007772,2025-01-31,629.5,C
A007773,2025-01-31,711.9,B
A007774,2025-01-31,747.1,A
A007775,2025-01-31,641.6,C
A007776,2025-01-31,674.9,C
A007777,2025-01-31,664.3,C
A007778,2025-01-31,711.9,B
A007779,2025-01-31,560.7,D
A007780,2025-01-31,696.1,B
A007781,2025-01-31,764.9,A
A007782,2025-01-31,779.5,A
A007783,2025-01-31,617.5,D
A007784,2025-01-31,652.4,C
A007785,2025-01-31,631.4,C
A007786,2025-01-31,587.4,D
A007787,2025-01-31,673.3,C
A007788,2025-01-31,734.2,B
A007789,2025-01-31,628.2,C
A007790,2025-01-31,707.4,B
A007791,2025-01-31,685.8,B
A007792,2025-01-31,631.9,C
A007793,2025-01-31,655.3,C
A007794,2025-01-31,688.6,B
A007795,2025-01-31,722.4,B
A007796,2025-01-31,691.6,B
A007797,2025-01-31,634.7,C
A007798,2025-01-31,596.0,D
A007799,2025-01-31,665.7,C
A007800,2025-01-31,622.1,C
A007801,2025-01-31,698.2,B
A007802,2025-01-31,675.6,C
A007803,2025-01-31,736.2,B
A007804,2025-01-31,765.6,A
A007805,2025-01-31,652.8,C
A007806,2025-01-31,714.3,B
A007807,2025-01-31,666.3,C
A007808,2025-01-31,744.6,A
A007809,2025-01-31,654.5,C
A007810,2025-01-31,803.6,A
A007811,2025-01-31,641.6,C
A007812,2025-01-31,641.3,C
A007813,2025-01-31,647.2,C
A007814,2025-01-31,670.5,C
A007815,2025-01-31,671.0,C
A007816,2025-01-31,668.6,C
A007817,2025-01-31,713.7,B
A007818,2025-01-31,698.6,B
A007819,2025-01-31,628.0,C
A007820,2025-01-31,610.8,D
A007821,2025-01-31,619.7,D
A007822,2025-01-31,697.7,B
A007823,2025-01-31,724.2,B
A007824,2025-01-31,707.1,B
A007825,2025-01-31,719.1,B
A007826,2025-01-31,762.2,A
A007827,2025-01-31,773.7,A
A007828,2025-01-31,690.8,B
A007829,2025-01-31,722.8,B
A007830,2025-01-31,674.0,C
A007831,2025-01-31,712.2,B
A007832,2025-01-31,681.7,B
A007833,2025-01-31,724.6,B
A007834,2025-01-31,760.0,A
A007835,2025-01-31,698.8,B
A007836,2025-01-31,660.5,C
A007837,2025-01-31,611.0,D
A007838,2025-01-31,707.5,B
A007839,2025-01-31,738.4,B
A007840,2025-01-31,597.0,D
A007841,2025-01-31,651.7,C
A007842,2025-01-31,726.6,B
A007843,2025-01-31,637.7,C
A007844,2025-01-31,718.7,B
A007845,2025-01-31,649.3,C
A007846,2025-01-31,594.7,D
A007847,2025-01-31,576.5,D
A007848,2025-01-31,646.8,C
A007849,2025-01-31,611.8,D
A007850,2025-01-31,696.3,B
A007851,2025-01-31,628.7,C
A007852,2025-01-31,714.7,B
A007853,2025-01-31,637.2,C
A007854,2025-01-31,671.8,C
A007855,2025-01-31,644.3,C
A007856,2025-01-31,618.6,D
A007857,2025-01-31,712.0,B
A007858,2025-01-31,704.6,B
A007859,2025-01-31,719.4,B
A007860,2025-01-31,633.3,C
A007861,2025-01-31,690.2,B
A007862,2025-01-31,701.9,B
A007863,2025-01-31,776.8,A
A007864,2025-01-31,695.4,B
A007865,2025-01-31,758.6,A
A007866,2025-01-31,644.2,C
A007867,2025-01-31,612.1,D
A007868,2025-01-31,641.6,C
A007869,2025-01-31,609.4,D
A007870,2025-01-31,727.8,B
A007871,2025-01-31,700.0,B
A007872,2025-01-31,704.4,B
A007873,2025-01-31,737.6,B
A007874,2025-01-31,575.8,D
A007875,2025-01-31,655.6,C
A007876,2025-01-31,667.2,C
A007877,2025-01-31,679.7,C
A007878,2025-01-31,509.0,E
A007879,2025-01-31,708.6,B
A007880,2025-01-31,688.8,B
A007881,2025-01-31,606.4,D
A007882,2025-01-31,694.2,B
A007883,2025-01-31,693.9,B
A007884,2025-01-31,654.7,C
A007885,2025-01-31,639.3,C
A007886,2025-01-31,692.4,B
A007887,2025-01-31,680.8,B
A007888,2025-01-31,730.7,B
A007889,2025-01-31,551.0,E
A007890,2025-01-31,661.9,C
A007891,2025-01-31,669.5,C
A007892,2025-01-31,662.5,C
A007893,2025-01-31,776.6,A
A007894,2025-01-31,662.1,C
A007895,2025-01-31,648.7,C
A007896,2025-01-31,737.4,B
A007897,2025-01-31,649.0,C
A007898,2025-01-31,628.5,C
A007899,2025-01-31,671.3,C
A007900,2025-01-31,615.8,D
A007901,2025-01-31,456.5,E
A007902,2025-01-31,507.3,E
A007903,2025-01-31,598.0,D
A007904,2025-01-31,618.5,D
A007905,2025-01-31,759.1,A
A007906,2025-01-31,615.9,D
A007907,2025-01-31,714.3,B
A007908,2025-01-31,683.9,B
A007909,2025-01-31,702.3,B
A007910,2025-01-31,732.2,B
A007911,2025-01-31,562.8,D
A007912,2025-01-31,690.6,B
A007913,2025-01-31,675.1,C
A007914,2025-01-31,615.8,D
A007915,2025-01-31,723.6,B
A007916,2025-01-31,610.1,D
A007917,2025-01-31,748.8,A
A007918,2025-01-31,678.1,C
A007919,2025-01-31,691.1,B
A007920,2025-01-31,537.7,E
A007921,2025-01-31,695.9,B
A007922,2025-01-31,614.9,D
A007923,2025-01-31,658.5,C
A007924,2025-01-31,696.0,B
A007925,2025-01-31,699.5,B
A007926,2025-01-31,669.3,C
A007927,2025-01-31,600.4,D
A007928,2025-01-31,634.9,C
A007929,2025-01-31,658.1,C
A007930,2025-01-31,739.0,B
A007931,2025-01-31,648.0,C
A007932,2025-01-31,693.2,B
A007933,2025-01-31,709.4,B
A007934,2025-01-31,691.8,B
A007935,2025-01-31,713.7,B
A007936,2025-01-31,634.4,C
A007937,2025-01-31,670.2,C
A007938,2025-01-31,606.5,D
A007939,2025-01-31,767.5,A
A007940,2025-01-31,691.6,B
A007941,2025-01-31,765.1,A
A007942,2025-01-31,622.1,C
A007943,2025-01-31,598.7,D
A007944,2025-01-31,625.8,C
A007945,2025-01-31,701.1,B
A007946,2025-01-31,619.9,D
A007947,2025-01-31,621.2,C
A007948,2025-01-31,478.1,E
A007949,2025-01-31,694.0,B
A007950,2025-01-31,702.2,B
A007951,2025-01-31,584.9,D
A007952,2025-01-31,775.1,A
A007953,2025-01-31,653.3,C
A007954,2025-01-31,611.8,D
A007955,2025-01-31,634.0,C
A007956,2025-01-31,659.6,C
A007957,2025-01-31,621.1,C
A007958,2025-01-31,689.5,B
A007959,2025-01-31,726.8,B
A007960,2025-01-31,803.9,A
A007961,2025-01-31,719.1,B
A007962,2025-01-31,644.0,C
A007963,2025-01-31,706.7,B
A007964,2025-01-31,657.8,C
A007965,2025-01-31,643.7,C
A007966,2025-01-31,521.9,E
A007967,2025-01-31,619.9,D
A007968,2025-01-31,648.4,C
A007969,2025-01-31,671.1,C
A007970,2025-01-31,726.2,B
A007971,2025-01-31,602.7,D
A007972,2025-01-31,700.2,B
A007973,2025-01-31,695.2,B
A007974,2025-01-31,720.5,B
A007975,2025-01-31,751.5,A
A007976,2025-01-31,652.9,C
A007977,2025-01-31,789.5,A
A007978,2025-01-31,705.7,B
A007979,2025-01-31,748.3,A
A007980,2025-01-31,655.1,C
A007981,2025-01-31,683.2,B
A007982,2025-01-31,772.1,A
A007983,2025-01-31,688.0,B
A007984,2025-01-31,777.8,A
A007985,2025-01-31,740.0,A
A007986,2025-01-31,761.6,A
A007987,2025-01-31,671.7,C
A007988,2025-01-31,638.3,C
A007989,2025-01-31,690.4,B
A007990,2025-01-31,717.1,B
A007991,2025-01-31,727.5,B
A007992,2025-01-31,626.2,C
A007993,2025-01-31,696.6,B
A007994,2025-01-31,681.0,B
A007995,2025-01-31,626.0,C
A007996,2025-01-31,655.3,C
A007997,2025-01-31,667.5,C
A007998,2025-01-31,724.9,B
A007999,2025-01-31,803.1,A
A008000,2025-01-31,727.8,B
A008001,2025-01-31,673.6,C
A008002,2025-01-31,657.3,C
A008003,2025-01-31,705.4,B
A008004,2025-01-31,669.7,C
A008005,2025-01-31,561.3,D
A008006,2025-01-31,536.3,E
A008007,2025-01-31,584.1,D
A008008,2025-01-31,798.3,A
A008009,2025-01-31,630.4,C
A008010,2025-01-31,757.4,A
A008011,2025-01-31,741.0,A
A008012,2025-01-31,680.0,B
A008013,2025-01-31,540.2,E
A008014,2025-01-31,615.8,D
A008015,2025-01-31,700.5,B
A008016,2025-01-31,726.2,B
A008017,2025-01-31,733.5,B
A008018,2025-01-31,664.3,C
A008019,2025-01-31,616.1,D
A008020,2025-01-31,698.9,B
A008021,2025-01-31,718.5,B
A008022,2025-01-31,729.3,B
A008023,2025-01-31,712.5,B
A008024,2025-01-31,540.0,E
A008025,2025-01-31,585.9,D
A008026,2025-01-31,654.9,C
A008027,2025-01-31,613.7,D
A008028,2025-01-31,629.4,C
A008029,2025-01-31,607.6,D
A008030,2025-01-31,693.3,B
A008031,2025-01-31,667.9,C
A008032,2025-01-31,582.6,D
A008033,2025-01-31,587.1,D
A008034,2025-01-31,679.3,C
A008035,2025-01-31,623.2,C
A008036,2025-01-31,700.8,B
A008037,2025-01-31,549.9,E
A008038,2025-01-31,633.6,C
A008039,2025-01-31,611.8,D
A008040,2025-01-31,602.1,D
A008041,2025-01-31,653.3,C
A008042,2025-01-31,707.3,B
A008043,2025-01-31,626.3,C
A008044,2025-01-31,686.1,B
A008045,2025-01-31,733.1,B
A008046,2025-01-31,629.9,C
A008047,2025-01-31,698.6,B
A008048,2025-01-31,612.1,D
A008049,2025-01-31,634.5,C
A008050,2025-01-31,554.0,E
A008051,2025-01-31,772.0,A
A008052,2025-01-31,730.8,B
A008053,2025-01-31,672.7,C
A008054,2025-01-31,624.6,C
A008055,2025-01-31,673.6,C
A008056,2025-01-31,726.8,B
A008057,2025-01-31,549.9,E
A008058,2025-01-31,651.3,C
A008059,2025-01-31,700.5,B
A008060,2025-01-31,677.9,C
A008061,2025-01-31,591.8,D
A008062,2025-01-31,664.4,C
A008063,2025-01-31,590.0,D
A008064,2025-01-31,670.0,C
A008065,2025-01-31,649.4,C
A008066,2025-01-31,635.8,C
A008067,2025-01-31,582.2,D
A008068,2025-01-31,589.7,D
A008069,2025-01-31,567.2,D
A008070,2025-01-31,655.5,C
A008071,2025-01-31,716.3,B
A008072,2025-01-31,686.0,B
A008073,2025-01-31,731.6,B
A008074,2025-01-31,610.0,D
A008075,2025-01-31,708.7,B
A008076,2025-01-31,747.3,A
A008077,2025-01-31,631.9,C
A008078,2025-01-31,561.9,D
A008079,2025-01-31,701.5,B
A008080,2025-01-31,698.8,B
A008081,2025-01-31,593.9,D
A008082,2025-01-31,577.8,D
A008083,2025-01-31,690.1,B
A008084,2025-01-31,518.7,E
A008085,2025-01-31,730.7,B
A008086,2025-01-31,664.7,C
A008087,2025-01-31,533.9,E
A008088,2025-01-31,699.3,B
A008089,2025-01-31,718.3,B
A008090,2025-01-31,760.9,A
A008091,2025-01-31,661.2,C
A008092,2025-01-31,649.4,C
A008093,2025-01-31,768.8,A
A008094,2025-01-31,635.7,C
