payment_id,account_id,due_date,payment_date,amount_due,amount_paid
P00134775,A006797,2025-02-15,2025-02-15,89.08,89.13
P00134776,A006797,2025-03-15,2025-03-12,209.45,217.58
P00134777,A006797,2025-04-15,2025-04-11,147.26,150.33
P00134778,A006797,2025-05-15,2025-05-15,80.11,81.34
P00134779,A006797,2025-06-15,2025-07-17,295.37,304.63
P00134780,A006797,2025-07-15,2025-07-14,168.35,175.75
P00134781,A006797,2025-08-15,2025-08-12,234.52,230.8
P00134782,A006797,2025-09-15,2025-09-11,160.61,159.45
P00134783,A006797,2025-10-15,2025-10-10,115.02,118.56
P00134784,A006797,2025-11-15,2025-11-15,178.55,176.04
P00134785,A006797,2025-12-15,2025-12-11,202.03,210.25
P00134786,A006798,2024-07-15,2024-07-11,322.4,319.66
P00134787,A006798,2024-08-15,2024-08-11,266.78,277.7
P00134788,A006798,2024-09-15,2024-09-11,167.18,165.32
P00134789,A006798,2024-10-15,2024-10-12,336.32,335.49
P00134790,A006798,2024-11-15,2024-11-14,521.86,514.5
P00134791,A006798,2024-12-15,2024-12-14,471.07,494.24
P00134792,A006798,2025-01-15,2025-01-12,247.92,243.37
P00134793,A006798,2025-02-15,2025-02-13,335.46,342.96
P00134794,A006798,2025-03-15,2025-03-13,429.69,449.92
P00134795,A006798,2025-04-15,2025-04-14,325.6,332.91
P00134796,A006798,2025-05-15,2025-05-11,409.43,425.38
P00134797,A006798,2025-06-15,2025-06-12,357.24,371.05
P00134798,A006798,2025-07-15,2025-07-15,529.32,554.18
P00134799,A006798,2025-08-15,2025-08-14,173.16,176.48
P00134800,A006798,2025-09-15,2025-09-11,282.81,296.37
P00134801,A006798,2025-10-15,2025-10-12,343.89,337.23
P00134802,A006798,2025-11-15,2025-11-11,394.59,399.22
P00134803,A006798,2025-12-15,2025-12-27,301.43,296.75
P00134804,A006799,2024-01-15,2024-01-13,84.71,84.61
P00134805,A006799,2024-02-15,2024-02-14,50.0,51.95
P00134806,A006799,2024-03-15,2024-03-27,113.92,119.0
P00134807,A006799,2024-04-15,2024-04-13,97.64,99.3
P00134808,A006799,2024-05-15,2024-06-20,109.15,109.31
P00134809,A006799,2024-06-15,2024-06-11,100.27,104.25
P00134810,A006799,2024-07-15,2024-07-11,54.82,57.18
P00134811,A006799,2024-08-15,2024-08-20,101.14,105.74
P00134812,A006799,2024-09-15,2024-09-15,50.0,51.53
P00134813,A006799,2024-10-15,2024-11-07,84.32,84.4
P00134814,A006799,2024-11-15,2024-11-14,76.75,78.9
P00134815,A006799,2024-12-15,2024-12-24,50.0,50.04
P00134816,A006799,2025-01-15,2025-02-04,60.89,61.99
P00134817,A006799,2025-02-15,2025-02-15,87.88,87.8
P00134818,A006799,2025-03-15,2025-03-11,96.75,98.22
P00134819,A006799,2025-04-15,2025-05-11,71.95,70.66
P00134820,A006799,2025-05-15,2025-05-13,50.0,51.12
P00134821,A006799,2025-06-15,2025-07-24,70.54,40.67
P00134822,A006799,2025-07-15,2025-07-13,50.0,51.23
P00134823,A006799,2025-08-15,2025-08-14,105.03,109.55
P00134824,A006799,2025-09-15,2025-09-12,50.0,52.5
P00134825,A006799,2025-10-15,2025-10-21,90.18,93.0
P00134826,A006799,2025-11-15,2025-11-10,50.0,51.38
P00134827,A006799,2025-12-15,2025-12-11,86.45,89.56
P00134828,A006800,2024-01-15,2024-02-27,50.0,49.99
P00134829,A006800,2024-02-15,2024-02-14,54.33,55.87
P00134830,A006800,2024-03-15,2024-03-10,51.7,51.77
P00134831,A006800,2024-04-15,2024-04-14,87.18,90.17
P00134832,A006800,2024-05-15,2024-05-11,50.0,51.44
P00134833,A006800,2024-06-15,2024-06-14,84.94,88.66
P00134834,A006800,2024-07-15,2024-07-20,71.18,70.44
P00134835,A006800,2024-08-15,2024-08-14,50.0,49.94
P00134836,A006800,2024-09-15,2024-09-10,50.0,51.17
P00134837,A006800,2024-10-15,2024-10-12,50.0,51.81
P00134838,A006800,2024-11-15,2024-11-12,74.15,75.05
P00134839,A006800,2024-12-15,2024-12-13,57.51,59.72
P00134840,A006800,2025-01-15,2025-01-15,69.77,70.51
P00134841,A006800,2025-02-15,2025-02-14,73.71,73.27
P00134842,A006800,2025-03-15,2025-03-11,50.0,51.34
P00134843,A006800,2025-04-15,2025-04-13,56.2,58.08
P00134844,A006800,2025-05-15,2025-06-28,81.02,84.16
P00134845,A006800,2025-06-15,2025-06-11,83.17,82.15
P00134846,A006800,2025-07-15,2025-08-22,54.81,56.83
P00134847,A006800,2025-08-15,2025-08-11,50.0,51.7
P00134848,A006800,2025-09-15,2025-09-13,50.0,52.29
P00134849,A006800,2025-10-15,2025-10-30,50.0,51.29
P00134850,A006800,2025-11-15,2025-11-15,53.44,53.97
P00134851,A006800,2025-12-15,2025-12-12,50.0,52.45
P00134852,A006801,2025-02-15,2025-02-14,174.26,174.93
P00134853,A006801,2025-03-15,2025-03-15,331.0,326.03
P00134854,A006801,2025-04-15,2025-04-12,248.83,248.89
P00134855,A006801,2025-05-15,2025-05-12,192.8,199.12
P00134856,A006801,2025-06-15,2025-06-11,312.3,316.44
P00134857,A006801,2025-07-15,2025-07-15,280.88,279.8
P00134858,A006801,2025-08-15,2025-08-12,372.94,380.97
P00134859,A006801,2025-09-15,2025-09-12,254.11,256.91
P00134860,A006801,2025-10-15,2025-10-13,332.04,348.06
P00134861,A006801,2025-11-15,2025-11-10,271.75,281.34
P00134862,A006801,2025-12-15,2025-12-11,339.21,354.35
P00134863,A006802,2024-01-15,2024-01-10,50.32,51.35
P00134864,A006802,2024-02-15,2024-02-11,50.0,50.86
P00134865,A006802,2024-03-15,2024-03-14,70.67,72.68
P00134866,A006802,2024-04-15,2024-05-05,58.6,60.01
P00134867,A006802,2024-05-15,2024-05-14,50.0,51.31
P00134868,A006802,2024-06-15,2024-06-13,50.89,50.23
P00134869,A006802,2024-07-15,2024-07-14,50.0,52.26
P00134870,A006802,2024-08-15,2024-08-10,53.32,55.72
P00134871,A006802,2024-09-15,2024-09-10,50.0,49.32
P00134872,A006802,2024-10-15,2024-11-28,56.71,57.45
P00134873,A006802,2024-11-15,2024-11-15,50.0,50.72
P00134874,A006802,2024-12-15,2024-12-15,50.0,44.53
P00134875,A006802,2025-01-15,2025-02-06,50.0,50.37
P00134876,A006802,2025-02-15,2025-02-11,57.62,46.59
P00134877,A006802,2025-03-15,2025-03-27,60.17,18.96
P00134878,A006802,2025-04-15,2025-04-13,50.0,49.45
P00134879,A006802,2025-05-15,2025-05-12,50.0,35.25
P00134880,A006802,2025-06-15,2025-06-12,50.0,51.59
P00134881,A006802,2025-07-15,2025-07-10,61.22,61.8
P00134882,A006802,2025-08-15,2025-08-13,50.0,51.04
P00134883,A006802,2025-09-15,2025-09-12,63.38,62.28
P00134884,A006802,2025-10-15,2025-10-12,62.88,64.7
P00134885,A006802,2025-11-15,2025-12-02,64.78,65.02
P00134886,A006802,2025-12-15,2025-12-11,50.0,52.48
P00134887,A006803,2024-08-15,2024-08-14,115.33,118.51
P00134888,A006803,2024-09-15,2024-09-15,119.3,121.19
P00134889,A006803,2024-10-15,2024-10-10,62.3,62.04
P00134890,A006803,2024-11-15,2024-11-10,81.14,81.67
P00134891,A006803,2024-12-15,2024-12-10,92.07,91.54
P00134892,A006803,2025-01-15,2025-02-19,92.09,90.76
P00134893,A006803,2025-02-15,2025-02-11,107.93,107.93
P00134894,A006803,2025-03-15,2025-03-13,50.0,49.9
P00134895,A006803,2025-04-15,2025-04-12,87.14,85.52
P00134896,A006803,2025-05-15,2025-05-10,86.01,87.06
P00134897,A006803,2025-06-15,2025-06-14,50.0,50.7
P00134898,A006803,2025-07-15,2025-07-21,101.49,99.94
P00134899,A006803,2025-08-15,2025-09-05,90.66,65.51
P00134900,A006803,2025-09-15,2025-09-10,86.7,88.13
P00134901,A006803,2025-10-15,2025-11-04,124.65,125.67
P00134902,A006803,2025-11-15,2025-11-12,118.63,124.02
P00134903,A006803,2025-12-15,2025-12-11,123.0,124.87
P00134904,A006804,2024-08-15,2024-08-12,561.68,583.07
P00134905,A006804,2024-09-15,2024-09-12,579.98,593.19
P00134906,A006804,2024-10-15,2024-10-14,544.55,560.72
P00134907,A006804,2024-11-15,2024-11-23,565.57,561.58
P00134908,A006804,2024-12-15,2024-12-15,340.44,355.83
P00134909,A006804,2025-01-15,2025-01-12,727.98,716.62
P00134910,A006804,2025-02-15,2025-02-14,767.74,759.94
P00134911,A006804,2025-03-15,2025-03-15,381.3,292.45
P00134912,A006804,2025-04-15,2025-04-10,530.82,532.98
P00134913,A006804,2025-05-15,2025-05-11,710.55,742.38
P00134914,A006804,2025-06-15,2025-06-13,627.01,630.88
P00134915,A006804,2025-07-15,2025-07-15,275.38,270.03
P00134916,A006804,2025-08-15,2025-08-11,417.65,437.83
P00134917,A006804,2025-09-15,2025-09-15,450.82,456.12
P00134918,A006804,2025-10-15,2025-10-13,583.04,262.27
P00134919,A006804,2025-11-15,2025-11-13,742.04,756.29
P00134920,A006804,2025-12-15,2025-12-10,433.46,301.87
P00134921,A006805,2024-04-15,2024-04-15,251.1,246.59
P00134922,A006805,2024-05-15,2024-05-10,136.88,140.84
P00134923,A006805,2024-06-15,2024-06-11,198.45,205.76
P00134924,A006805,2024-07-15,2024-07-10,227.26,227.52
P00134925,A006805,2024-08-15,2024-08-15,285.0,286.03
P00134926,A006805,2024-09-15,2024-09-11,259.6,217.2
P00134927,A006805,2024-10-15,2024-10-15,368.88,387.33
P00134928,A006805,2024-11-15,2024-11-10,291.65,292.42
P00134929,A006805,2024-12-15,2024-12-25,371.52,380.12
P00134930,A006805,2025-01-15,2025-01-13,173.27,170.65
P00134931,A006805,2025-02-15,2025-02-11,295.42,302.09
P00134932,A006805,2025-03-15,2025-03-12,266.86,274.36
P00134933,A006805,2025-04-15,2025-04-13,363.61,362.05
P00134934,A006805,2025-05-15,2025-05-14,344.98,351.9
P00134935,A006805,2025-06-15,2025-06-10,213.05,215.98
P00134936,A006805,2025-07-15,2025-07-11,233.55,243.25
P00134937,A006805,2025-08-15,2025-09-28,327.5,329.74
P00134938,A006805,2025-09-15,2025-09-12,397.29,409.14
P00134939,A006805,2025-10-15,2025-10-13,231.83,233.4
P00134940,A006805,2025-11-15,2025-11-15,221.78,226.16
P00134941,A006805,2025-12-15,2025-12-12,251.63,247.77
P00134942,A006806,2025-01-15,2025-01-10,788.05,789.19
P00134943,A006806,2025-02-15,2025-03-29,620.72,638.12
P00134944,A006806,2025-03-15,2025-03-13,722.92,732.07
P00134945,A006806,2025-04-15,2025-04-11,346.15,348.32
P00134946,A006806,2025-05-15,2025-05-14,289.07,285.09
P00134947,A006806,2025-06-15,2025-06-11,463.84,458.14
P00134948,A006806,2025-07-15,2025-07-12,392.76,395.68
P00134949,A006806,2025-08-15,2025-08-14,658.64,674.78
P00134950,A006806,2025-09-15,2025-10-27,431.12,441.71
P00134951,A006806,2025-10-15,2025-10-14,414.78,416.98
P00134952,A006806,2025-11-15,2025-11-15,246.22,258.17
P00134953,A006806,2025-12-15,2025-12-12,615.44,609.02
P00134954,A006807,2024-01-15,2024-01-10,129.31,131.46
P00134955,A006807,2024-02-15,2024-02-15,127.18,128.53
P00134956,A006807,2024-03-15,2024-04-12,113.38,113.92
P00134957,A006807,2024-04-15,2024-04-11,134.53,136.11
P00134958,A006807,2024-05-15,2024-05-15,67.66,70.93
P00134959,A006807,2024-06-15,2024-06-11,99.31,100.86
P00134960,A006807,2024-07-15,2024-07-14,131.97,134.03
P00134961,A006807,2024-08-15,2024-08-14,50.0,50.89
P00134962,A006807,2024-09-15,2024-09-12,143.42,145.45
P00134963,A006807,2024-10-15,2024-10-11,58.44,14.53
P00134964,A006807,2024-11-15,2024-11-11,101.63,100.77
P00134965,A006807,2024-12-15,2024-12-11,126.45,130.09
P00134966,A006807,2025-01-15,2025-01-31,145.8,152.89
P00134967,A006807,2025-02-15,2025-02-10,52.38,54.04
P00134968,A006807,2025-03-15,2025-03-14,91.27,91.07
P00134969,A006807,2025-04-15,2025-04-15,160.43,160.64
P00134970,A006807,2025-05-15,2025-05-30,123.22,128.69
P00134971,A006807,2025-06-15,2025-07-10,58.92,59.93
P00134972,A006807,2025-07-15,2025-07-14,91.78,92.02
P00134973,A006807,2025-08-15,2025-08-13,84.23,84.29
P00134974,A006807,2025-09-15,2025-09-12,96.42,100.34
P00134975,A006807,2025-10-15,2025-10-11,129.51,133.73
P00134976,A006807,2025-11-15,2025-11-20,58.84,59.13
P00134977,A006807,2025-12-15,2025-12-14,90.61,95.07
P00134978,A006808,2024-02-15,2024-02-15,68.89,70.2
P00134979,A006808,2024-03-15,2024-03-15,109.1,112.04
P00134980,A006808,2024-04-15,2024-04-11,175.47,175.8
P00134981,A006808,2024-05-15,2024-05-13,119.07,120.76
P00134982,A006808,2024-06-15,2024-06-27,192.64,172.85
P00134983,A006808,2024-07-15,2024-08-12,132.6,139.11
P00134984,A006808,2024-08-15,2024-08-14,74.86,49.28
P00134985,A006808,2024-09-15,2024-09-15,140.05,142.28
P00134986,A006808,2024-10-15,2024-10-13,55.29,57.81
P00134987,A006808,2024-11-15,2024-11-14,99.87,101.97
P00134988,A006808,2024-12-15,2024-12-13,123.79,127.3
P00134989,A006808,2025-01-15,2025-01-11,156.79,163.82
P00134990,A006808,2025-02-15,2025-02-15,119.38,120.64
P00134991,A006808,2025-03-15,2025-03-13,150.61,148.01
P00134992,A006808,2025-04-15,2025-05-11,151.51,154.33
P00134993,A006808,2025-05-15,2025-06-17,119.68,124.7
P00134994,A006808,2025-06-15,2025-06-14,174.56,174.72
P00134995,A006808,2025-07-15,2025-07-15,129.07,132.31
P00134996,A006808,2025-08-15,2025-08-14,179.22,178.17
P00134997,A006808,2025-09-15,2025-09-12,156.25,153.89
P00134998,A006808,2025-10-15,2025-10-13,103.17,105.47
P00134999,A006808,2025-11-15,2025-11-15,54.17,55.9
P00135000,A006808,2025-12-15,2025-12-13,115.12,120.32
P00135001,A006809,2024-02-15,2024-02-12,69.95,68.63
P00135002,A006809,2024-03-15,2024-03-13,50.0,51.87
P00135003,A006809,2024-04-15,2024-04-13,70.46,73.07
P00135004,A006809,2024-05-15,2024-05-14,50.0,51.14
P00135005,A006809,2024-06-15,2024-06-11,58.07,58.35
P00135006,A006809,2024-07-15,2024-08-16,91.37,90.55
P00135007,A006809,2024-08-15,2024-08-30,102.65,103.55
P00135008,A006809,2024-09-15,2024-09-12,113.31,111.2
P00135009,A006809,2024-10-15,2024-10-12,95.13,94.14
P00135010,A006809,2024-11-15,2024-12-29,102.2,106.9
P00135011,A006809,2024-12-15,2024-12-12,101.65,103.51
P00135012,A006809,2025-01-15,2025-01-14,50.0,41.19
P00135013,A006809,2025-02-15,2025-02-12,73.02,75.22
P00135014,A006809,2025-03-15,2025-03-12,74.94,74.47
P00135015,A006809,2025-04-15,2025-04-11,69.94,71.15
P00135016,A006809,2025-05-15,2025-05-11,77.0,80.01
P00135017,A006809,2025-06-15,2025-06-10,78.26,79.67
P00135018,A006809,2025-07-15,2025-08-17,76.94,80.73
P00135019,A006809,2025-08-15,2025-08-13,83.19,84.45
P00135020,A006809,2025-09-15,2025-09-14,104.74,108.33
P00135021,A006809,2025-10-15,2025-10-13,50.0,50.25
P00135022,A006809,2025-11-15,2025-11-12,105.23,107.92
P00135023,A006809,2025-12-15,2025-12-15,86.94,87.49
P00135024,A006810,2025-01-15,2025-01-10,50.0,50.57
P00135025,A006810,2025-02-15,2025-02-13,50.0,49.54
P00135026,A006810,2025-03-15,2025-03-10,50.0,32.57
P00135027,A006810,2025-04-15,2025-04-12,51.0,51.32
P00135028,A006810,2025-05-15,2025-05-12,50.0,50.94
P00135029,A006810,2025-06-15,2025-07-18,76.45,75.88
P00135030,A006810,2025-07-15,2025-07-14,50.0,49.84
P00135031,A006810,2025-08-15,2025-09-06,50.0,50.82
P00135032,A006810,2025-09-15,2025-09-11,56.47,58.96
P00135033,A006810,2025-10-15,2025-10-15,53.58,54.79
P00135034,A006810,2025-11-15,2025-11-12,50.0,52.29
P00135035,A006810,2025-12-15,2025-12-13,50.0,50.52
P00135036,A006811,2024-12-15,2024-12-10,302.24,304.51
P00135037,A006811,2025-01-15,2025-01-11,527.29,532.9
P00135038,A006811,2025-02-15,2025-02-10,362.19,378.43
P00135039,A006811,2025-03-15,2025-04-09,382.03,397.67
P00135040,A006811,2025-04-15,2025-04-13,491.11,503.27
P00135041,A006811,2025-05-15,2025-05-10,355.02,359.22
P00135042,A006811,2025-06-15,2025-06-12,476.3,491.38
P00135043,A006811,2025-07-15,2025-08-26,199.25,208.99
P00135044,A006811,2025-08-15,2025-08-14,189.74,192.37
P00135045,A006811,2025-09-15,2025-09-17,161.2,160.47
P00135046,A006811,2025-10-15,2025-11-26,528.2,526.39
P00135047,A006811,2025-11-15,2025-11-10,278.61,289.36
P00135048,A006811,2025-12-15,2025-12-13,497.1,493.31
P00135049,A006812,2024-06-15,2024-06-15,195.4,200.61
P00135050,A006812,2024-07-15,2024-07-10,163.96,162.47
P00135051,A006812,2024-08-15,2024-08-15,296.94,307.27
P00135052,A006812,2024-09-15,2024-10-20,151.68,149.09
P00135053,A006812,2024-10-15,2024-10-15,152.79,151.28
P00135054,A006812,2024-11-15,2024-11-14,165.26,172.9
P00135055,A006812,2024-12-15,2024-12-13,162.59,170.67
P00135056,A006812,2025-01-15,2025-01-11,270.0,268.46
P00135057,A006812,2025-02-15,2025-02-11,293.39,305.48
P00135058,A006812,2025-03-15,2025-03-11,150.04,156.9
P00135059,A006812,2025-04-15,2025-05-07,162.31,161.96
P00135060,A006812,2025-05-15,2025-05-14,113.47,82.62
P00135061,A006812,2025-06-15,2025-06-10,248.4,251.1
P00135062,A006812,2025-07-15,2025-07-15,316.01,322.37
P00135063,A006812,2025-08-15,2025-08-14,332.72,68.65
P00135064,A006812,2025-09-15,2025-09-12,205.46,214.12
P00135065,A006812,2025-10-15,2025-10-15,299.23,311.13
P00135066,A006812,2025-11-15,2025-11-10,321.82,320.07
P00135067,A006812,2025-12-15,2025-12-12,329.55,337.15
P00135068,A006813,2025-03-15,2025-03-12,206.3,205.95
P00135069,A006813,2025-04-15,2025-05-08,281.4,277.86
P00135070,A006813,2025-05-15,2025-05-14,393.77,400.68
P00135071,A006813,2025-06-15,2025-06-15,403.09,406.61
P00135072,A006813,2025-07-15,2025-07-10,424.67,418.96
P00135073,A006813,2025-08-15,2025-08-13,310.21,308.76
P00135074,A006813,2025-09-15,2025-09-12,460.19,386.62
P00135075,A006813,2025-10-15,2025-10-14,512.71,514.0
P00135076,A006813,2025-11-15,2025-11-14,149.24,153.23
P00135077,A006813,2025-12-15,2025-12-14,199.1,197.42
P00135078,A006814,2024-01-15,2024-01-15,182.45,190.0
P00135079,A006814,2024-02-15,2024-02-10,462.01,463.24
P00135080,A006814,2024-03-15,2024-03-14,240.89,242.37
P00135081,A006814,2024-04-15,2024-04-14,183.17,192.21
P00135082,A006814,2024-05-15,2024-06-26,134.37,138.36
P00135083,A006814,2024-06-15,2024-06-11,180.59,184.09
P00135084,A006814,2024-07-15,2024-07-14,445.52,295.41
P00135085,A006814,2024-08-15,2024-08-13,164.88,171.11
P00135086,A006814,2024-09-15,2024-09-12,427.39,119.75
P00135087,A006814,2024-10-15,2024-10-10,383.45,388.89
P00135088,A006814,2024-11-15,2024-11-12,479.04,492.67
P00135089,A006814,2024-12-15,2024-12-15,353.02,360.22
P00135090,A006814,2025-01-15,2025-01-15,271.41,282.65
P00135091,A006814,2025-02-15,2025-03-10,236.6,235.34
P00135092,A006814,2025-03-15,2025-03-15,232.44,241.31
P00135093,A006814,2025-04-15,2025-05-24,315.72,311.41
P00135094,A006814,2025-05-15,2025-05-15,172.23,172.27
P00135095,A006814,2025-06-15,2025-06-14,147.59,149.0
P00135096,A006814,2025-07-15,2025-07-14,330.71,327.92
P00135097,A006814,2025-08-15,2025-08-15,240.1,248.32
P00135098,A006814,2025-09-15,2025-09-15,413.57,429.45
P00135099,A006814,2025-10-15,2025-10-14,133.26,50.73
P00135100,A006814,2025-11-15,2025-11-10,463.14,469.38
P00135101,A006814,2025-12-15,2025-12-10,388.28,402.05
P00135102,A006815,2024-01-15,2024-01-12,195.2,193.55
P00135103,A006815,2024-02-15,2024-02-10,241.07,238.2
P00135104,A006815,2024-03-15,2024-03-14,287.15,288.97
P00135105,A006815,2024-04-15,2024-04-10,87.62,87.31
P00135106,A006815,2024-05-15,2024-05-15,258.94,260.01
P00135107,A006815,2024-06-15,2024-06-13,219.76,216.27
P00135108,A006815,2024-07-15,2024-07-12,243.55,245.01
P00135109,A006815,2024-08-15,2024-08-11,114.76,113.25
P00135110,A006815,2024-09-15,2024-09-21,290.7,298.98
P00135111,A006815,2024-10-15,2024-10-13,335.77,348.01
P00135112,A006815,2024-11-15,2024-11-15,234.59,231.8
P00135113,A006815,2024-12-15,2024-12-10,119.34,118.67
P00135114,A006815,2025-01-15,2025-01-13,310.57,324.75
P00135115,A006815,2025-02-15,2025-02-13,294.62,290.94
P00135116,A006815,2025-03-15,2025-03-11,129.27,95.45
P00135117,A006815,2025-04-15,2025-04-15,307.04,321.33
P00135118,A006815,2025-05-15,2025-05-15,206.3,208.62
P00135119,A006815,2025-06-15,2025-07-25,249.79,245.54
P00135120,A006815,2025-07-15,2025-07-14,223.49,221.3
P00135121,A006815,2025-08-15,2025-08-11,191.48,196.21
P00135122,A006815,2025-09-15,2025-10-06,134.89,138.02
P00135123,A006815,2025-10-15,2025-10-15,168.5,175.17
P00135124,A006815,2025-11-15,2025-11-11,259.3,256.15
P00135125,A006815,2025-12-15,2025-12-12,156.41,159.77
P00135126,A006816,2024-01-15,2024-01-11,117.34,116.33
P00135127,A006816,2024-02-15,2024-02-15,140.36,142.42
P00135128,A006816,2024-03-15,2024-03-12,64.93,67.06
P00135129,A006816,2024-04-15,2024-04-14,220.05,220.03
P00135130,A006816,2024-05-15,2024-05-13,213.65,220.93
P00135131,A006816,2024-06-15,2024-06-15,210.04,211.73
P00135132,A006816,2024-07-15,2024-07-11,240.25,247.42
P00135133,A006816,2024-08-15,2024-08-16,165.44,141.21
P00135134,A006816,2024-09-15,2024-09-15,138.25,137.26
P00135135,A006816,2024-10-15,2024-10-11,193.44,194.66
P00135136,A006816,2024-11-15,2024-11-10,214.17,223.86
P00135137,A006816,2024-12-15,2024-12-14,121.64,122.64
P00135138,A006816,2025-01-15,2025-01-13,148.55,153.64
P00135139,A006816,2025-02-15,2025-02-10,178.06,111.13
P00135140,A006816,2025-03-15,2025-04-24,89.09,87.81
P00135141,A006816,2025-04-15,2025-05-23,173.59,175.91
P00135142,A006816,2025-05-15,2025-05-15,169.47,59.61
P00135143,A006816,2025-06-15,2025-06-11,100.71,104.35
P00135144,A006816,2025-07-15,2025-07-10,99.68,99.12
P00135145,A006816,2025-08-15,2025-08-13,144.42,147.27
P00135146,A006816,2025-09-15,2025-09-14,216.08,216.61
P00135147,A006816,2025-10-15,2025-10-11,105.19,107.17
P00135148,A006816,2025-11-15,2025-11-14,231.93,106.82
P00135149,A006816,2025-12-15,2025-12-12,146.25,147.63
P00135150,A006817,2024-11-15,2024-11-11,415.14,432.79
P00135151,A006817,2024-12-15,2024-12-12,244.77,243.98
P00135152,A006817,2025-01-15,2025-01-15,712.36,721.54
P00135153,A006817,2025-02-15,2025-02-11,591.27,580.76
P00135154,A006817,2025-03-15,2025-03-15,276.02,284.82
P00135155,A006817,2025-04-15,2025-04-13,461.84,465.59
P00135156,A006817,2025-05-15,2025-05-14,258.58,255.17
P00135157,A006817,2025-06-15,2025-06-11,624.21,615.98
P00135158,A006817,2025-07-15,2025-07-14,554.64,549.33
P00135159,A006817,2025-08-15,2025-08-15,442.06,463.51
P00135160,A006817,2025-09-15,2025-09-26,716.02,734.95
P00135161,A006817,2025-10-15,2025-10-14,716.68,730.67
P00135162,A006817,2025-11-15,2025-11-28,535.79,553.3
P00135163,A006817,2025-12-15,2025-12-10,638.59,645.67
P00135164,A006818,2025-03-15,2025-03-13,119.78,120.47
P00135165,A006818,2025-04-15,2025-04-14,56.31,58.31
P00135166,A006818,2025-05-15,2025-05-14,116.5,45.32
P00135167,A006818,2025-06-15,2025-06-26,77.52,77.92
P00135168,A006818,2025-07-15,2025-07-11,50.0,49.84
P00135169,A006818,2025-08-15,2025-08-17,74.64,74.1
P00135170,A006818,2025-09-15,2025-09-15,79.89,79.68
P00135171,A006818,2025-10-15,2025-10-12,62.34,61.66
P00135172,A006818,2025-11-15,2025-11-11,112.21,110.0
P00135173,A006818,2025-12-15,2025-12-12,115.44,113.94
P00135174,A006819,2024-01-15,2024-01-25,102.63,106.31
P00135175,A006819,2024-02-15,2024-02-11,198.18,197.21
P00135176,A006819,2024-03-15,2024-03-12,65.3,64.25
P00135177,A006819,2024-04-15,2024-04-12,225.48,228.67
P00135178,A006819,2024-05-15,2024-05-13,156.1,161.23
P00135179,A006819,2024-06-15,2024-07-25,200.31,202.78
P00135180,A006819,2024-07-15,2024-07-15,196.57,200.54
P00135181,A006819,2024-08-15,2024-08-12,127.41,131.08
P00135182,A006819,2024-09-15,2024-09-11,223.63,233.99
P00135183,A006819,2024-10-15,2024-10-11,199.68,197.55
P00135184,A006819,2024-11-15,2024-11-11,212.01,220.24
P00135185,A006819,2024-12-15,2024-12-10,236.15,240.74
P00135186,A006819,2025-01-15,2025-01-10,118.69,118.31
P00135187,A006819,2025-02-15,2025-02-11,169.57,167.42
P00135188,A006819,2025-03-15,2025-03-13,97.34,96.31
P00135189,A006819,2025-04-15,2025-04-30,196.49,199.21
P00135190,A006819,2025-05-15,2025-05-14,140.9,49.46
P00135191,A006819,2025-06-15,2025-06-15,156.89,163.09
P00135192,A006819,2025-07-15,2025-07-13,92.5,92.13
P00135193,A006819,2025-08-15,2025-08-15,247.23,257.29
P00135194,A006819,2025-09-15,2025-09-14,197.62,206.19
P00135195,A006819,2025-10-15,2025-10-11,132.6,134.82
P00135196,A006819,2025-11-15,2025-11-14,158.74,162.28
P00135197,A006819,2025-12-15,2025-12-15,222.75,218.59
P00135198,A006820,2024-02-15,2024-02-12,323.21,338.8
P00135199,A006820,2024-03-15,2024-03-11,284.28,288.96
P00135200,A006820,2024-04-15,2024-04-15,210.73,210.54
P00135201,A006820,2024-05-15,2024-05-15,331.84,344.13
P00135202,A006820,2024-06-15,2024-06-10,459.63,462.09
P00135203,A006820,2024-07-15,2024-07-10,174.94,174.52
P00135204,A006820,2024-08-15,2024-08-13,186.93,194.15
P00135205,A006820,2024-09-15,2024-09-10,404.41,412.22
P00135206,A006820,2024-10-15,2024-10-14,204.69,209.81
P00135207,A006820,2024-11-15,2024-11-13,142.65,147.35
P00135208,A006820,2024-12-15,2024-12-11,186.14,185.82
P00135209,A006820,2025-01-15,2025-01-24,365.31,370.15
P00135210,A006820,2025-02-15,2025-02-12,404.61,416.04
P00135211,A006820,2025-03-15,2025-03-10,338.29,341.46
P00135212,A006820,2025-04-15,2025-04-14,272.55,268.06
P00135213,A006820,2025-05-15,2025-05-14,457.42,462.11
P00135214,A006820,2025-06-15,2025-06-13,148.6,151.01
P00135215,A006820,2025-07-15,2025-07-14,211.68,103.41
P00135216,A006820,2025-08-15,2025-08-21,221.6,231.49
P00135217,A006820,2025-09-15,2025-10-08,261.93,265.78
P00135218,A006820,2025-10-15,2025-10-12,259.59,255.92
P00135219,A006820,2025-11-15,2025-11-15,396.0,415.35
P00135220,A006820,2025-12-15,2025-12-13,492.34,482.77
P00135221,A006821,2024-01-15,2024-01-10,968.25,984.54
P00135222,A006821,2024-02-15,2024-02-14,543.17,145.58
P00135223,A006821,2024-03-15,2024-03-15,557.83,574.78
P00135224,A006821,2024-04-15,2024-04-14,297.16,298.68
