account_id,customer_record_id,open_date,credit_limit,current_balance,product_type,status
A007993,C003919,2024-02-03,8876.5,5678.7,Commercial Card,Open
A007994,C003919,2023-02-19,10277.13,5090.67,Commercial Card,Open
A007995,C003920,2023-09-11,22664.08,8924.52,Fleet Card,Open
A007996,C003922,2025-03-12,41630.02,5777.95,Revolving Credit,Open
A007997,C003922,2023-05-21,46418.03,25664.43,Revolving Credit,Open
A007998,C003922,2024-10-05,11906.97,2635.68,Revolving Credit,Open
A007999,C003922,2024-10-13,9870.23,,Fleet Card,Open
A008000,C003923,2023-05-19,6683.01,1430.87,Fleet Card,Open
A008001,C003924,2023-05-26,11091.23,2267.16,Commercial Card,Open
A008002,C003924,2023-10-24,14798.47,10936.3,Revolving Credit,Open
A008003,C003924,2024-11-03,5233.41,1358.07,Fleet Card,Open
A008004,C003924,2024-01-31,8228.64,5019.07,Fleet Card,Open
A008005,C003925,2024-04-09,6593.72,5715.19,Revolving Credit,Open
A008006,C003925,2023-02-26,7878.52,5750.97,Fleet Card,Open
A008007,C003925,2023-02-28,4237.35,2371.1,Commercial Card,Open
A008008,C003926,2023-01-27,13175.94,3920.18,Commercial Card,Open
A008009,C003926,2024-05-11,19736.71,6336.21,Revolving Credit,Open
A008010,C003926,2023-12-31,16693.49,6707.81,Commercial Card,Open
A008011,C003926,2024-12-11,10423.67,5098.32,Commercial Card,Open
A008012,C003927,2024-12-24,12028.9,5231.17,Commercial Card,Open
A008013,C003927,2023-07-05,8727.24,3229.75,Commercial Card,Open
A008014,C003928,2023-07-21,13921.41,8706.11,Revolving Credit,Open
A008015,C003929,2023-03-08,31781.46,6219.37,Fleet Card,Open
A008016,C003929,2024-05-21,9072.16,2651.45,Fleet Card,Open
A008017,C003930,2024-01-12,15934.49,5794.16,Fleet Card,Open
A008018,C003930,2023-10-27,23908.29,13809.55,Fleet Card,Open
A008019,C003931,2024-05-28,22632.06,10896.99,Revolving Credit,Open
A008020,C003931,2024-03-30,10250.34,2495.86,Commercial Card,Open
A008021,C003933,2023-11-04,30693.27,4364.44,Fleet Card,Closed
A008022,C003934,2024-09-15,13460.13,2276.99,Commercial Card,Open
A008023,C003934,2024-02-15,14637.37,6102.33,Fleet Card,Open
A008024,C003935,2023-06-09,4988.64,2926.29,Commercial Card,Open
A008025,C003935,2023-09-01,5985.76,3475.79,Revolving Credit,Open
A008026,C003937,2024-07-15,5397.83,2944.33,Revolving Credit,Open
A008027,C003936,2024-10-13,6812.96,2844.71,Commercial Card,Open
A008028,C003937,2023-02-09,5128.0,4181.12,Revolving Credit,Open
A008029,C003936,2023-07-09,3367.42,2214.66,Revolving Credit,Open
A008030,C003937,2024-03-13,4927.04,1845.02,Fleet Card,Open
A008031,C003938,2023-03-08,7884.55,3323.58,Revolving Credit,Open
A008032,C003939,2024-06-09,6196.1,2891.98,Revolving Credit,Open
A008033,C003940,2024-05-02,2939.76,645.54,Commercial Card,Open
A008034,C003941,2023-10-28,5521.48,2612.6,Commercial Card,Open
A008035,C003941,2024-07-20,4136.0,626.01,Revolving Credit,Open
A008036,C003941,2023-07-04,8167.34,3662.25,Revolving Credit,Closed
A008037,C003942,2025-01-18,6602.21,3132.71,Fleet Card,Open
A008038,C003942,2023-04-19,9850.98,3697.35,Revolving Credit,Closed
A008039,C003942,2023-09-23,12438.46,8934.73,Revolving Credit,Open
A008040,C003942,2023-02-11,8666.05,4254.11,Commercial Card,Open
A008041,C003943,2023-03-01,13997.59,3548.31,Fleet Card,Open
A008042,C003945,2025-01-07,19421.56,5002.42,Fleet Card,Open
A008043,C003944,2023-01-18,11199.57,8729.11,Revolving Credit,Open
A008044,C003946,2023-12-26,3397.85,694.0,Fleet Card,Open
A008045,C003946,2024-06-01,10539.76,1153.71,Fleet Card,Open
A008046,C003946,2023-04-08,7735.78,3927.49,Fleet Card,Closed
A008047,C003946,2024-12-22,5185.46,2914.3,Commercial Card,Open
A008048,C003947,2024-02-06,4981.13,2812.58,Fleet Card,Open
A008049,C003949,2024-07-19,32142.09,15706.22,Fleet Card,Open
A008050,C003949,2023-08-26,45116.83,19815.2,Fleet Card,Open
A008051,C003950,2024-08-27,39858.78,8273.63,Commercial Card,Open
A008052,C003951,2024-04-17,39398.77,17013.38,Revolving Credit,Open
A008053,C003950,2023-10-11,34281.19,30750.29,Fleet Card,Open
A008054,C003952,2023-07-07,3346.02,573.29,Revolving Credit,Open
A008055,C003953,2023-04-12,8058.01,794.36,Revolving Credit,Open
A008056,C003953,2025-02-22,20625.43,936.49,Revolving Credit,Open
A008057,C003954,2023-04-25,17518.2,13424.32,Fleet Card,Open
A008058,C003955,2023-01-26,6248.14,1778.86,Commercial Card,Open
A008059,C003955,2024-04-22,4853.13,2410.69,Fleet Card,Open
A008060,C003956,2023-06-08,33991.28,16560.67,Revolving Credit,Open
A008061,C003956,2024-08-28,37327.34,28169.05,Commercial Card,Open
A008062,C003957,2024-07-19,12383.66,3819.05,Revolving Credit,Open
A008063,C003957,2025-02-01,8256.12,4892.29,Revolving Credit,Open
A008064,C003959,2024-11-18,6770.87,2030.6,Revolving Credit,Open
A008065,C003959,2024-07-05,13389.12,5234.79,Commercial Card,Open
A008066,C003960,2023-06-14,7908.44,5557.38,Revolving Credit,Open
A008067,C003961,2024-05-14,16772.51,5206.21,Revolving Credit,Open
A008068,C003962,2024-06-24,10714.86,5113.76,Revolving Credit,Open
A008069,C003962,2024-10-05,23748.13,,Commercial Card,Open
A008070,C003962,2023-10-24,11066.33,6613.31,Fleet Card,Closed
A008071,C003962,2023-05-24,4741.2,1444.8,Fleet Card,Closed
A008072,C003963,2024-04-08,11518.41,5571.9,Revolving Credit,Open
A008073,C003963,2023-08-11,8378.27,1476.74,Fleet Card,Open
A008074,C003963,2024-04-01,6732.34,4004.35,Commercial Card,Open
A008075,C003963,2024-11-27,5033.16,1395.1,Fleet Card,Open
A008076,C003964,2023-08-26,34432.04,14078.58,Fleet Card,Open
A008077,C003965,2023-07-09,3414.3,1534.35,Revolving Credit,Open
A008078,C003965,2024-01-05,11879.77,2965.29,Commercial Card,Open
A008079,C003967,2025-03-09,15127.95,6939.36,Revolving Credit,Open
A008080,C003967,2023-07-02,33152.17,10914.24,Commercial Card,Open
A008081,C003967,2023-01-30,14672.13,5551.97,Revolving Credit,Open
A008082,C003968,2023-09-08,3431.15,1434.74,Revolving Credit,Open
A008083,C003968,2025-03-12,5045.27,2082.09,Commercial Card,Open
A008084,C003969,2024-07-22,3110.96,2089.84,Fleet Card,Open
A008085,C003969,2023-01-10,3087.22,1499.76,Revolving Credit,Open
A008086,C003969,2025-02-19,3207.71,789.19,Revolving Credit,Open
A008087,C003969,2023-10-18,3411.89,1173.6,Revolving Credit,Open
A008088,C003970,2023-12-10,22610.32,16640.91,Fleet Card,Open
A008089,C003970,2024-06-21,15271.03,6270.76,Fleet Card,Open
A008090,C003971,2024-07-20,3425.15,1815.68,Revolving Credit,Open
A008091,C003971,2024-08-10,3749.46,1414.12,Revolving Credit,Open
A008092,C003971,2023-01-21,3410.32,1407.23,Revolving Credit,Open
A008093,C003974,2023-06-16,4948.09,1082.52,Fleet Card,Open
A008094,C003975,2025-01-23,58230.36,19277.05,Revolving Credit,Open
A008095,C003975,2024-04-19,23561.12,10254.34,Commercial Card,Open
A008096,C003977,2024-02-16,4591.64,1531.01,Commercial Card,Open
A008097,C003976,2023-12-30,5370.28,2328.5,Commercial Card,Open
A008098,C003978,2023-02-20,16979.57,6847.01,Revolving Credit,Open
A008099,C003978,2025-01-29,6149.38,3621.41,Fleet Card,Open
A008100,C003979,2023-05-02,35942.71,8906.18,Revolving Credit,Closed
A008101,C003980,2024-12-22,36609.73,24837.18,Revolving Credit,Open
A008102,C003981,2024-09-10,13518.83,6793.07,Fleet Card,Open
A008103,C003982,2023-10-09,2990.41,1218.28,Commercial Card,Open
A008104,C003982,2024-10-22,6260.69,1754.06,Revolving Credit,Open
A008105,C003984,2025-02-07,2500.0,1522.18,Revolving Credit,Open
A008106,C003983,2024-10-12,4656.77,1775.51,Fleet Card,Open
A008107,C003985,2023-08-13,4114.24,1758.44,Fleet Card,Open
A008108,C003985,2023-09-07,6883.62,4635.06,Fleet Card,Closed
A008109,C003985,2023-02-14,8756.95,3512.33,Commercial Card,Open
A008110,C003985,2024-11-20,16255.08,11423.38,Fleet Card,Open
A008111,C003986,2024-01-23,9667.51,5602.08,Commercial Card,Open
A008112,C003986,2025-03-12,20794.68,6231.83,Fleet Card,Open
A008113,C003987,2023-09-03,2651.11,1684.17,Commercial Card,Open
A008114,C003987,2025-01-23,5675.09,3377.8,Commercial Card,Open
A008115,C003987,2023-10-11,3246.19,2517.28,Commercial Card,Open
A008116,C003988,2024-06-04,5249.03,2512.27,Fleet Card,Open
A008117,C003988,2024-12-19,22504.5,8108.88,Fleet Card,Open
A008118,C003989,2023-01-18,53856.56,15421.34,Revolving Credit,Open
A008119,C003990,2023-02-04,44242.5,9724.35,Revolving Credit,Open
A008120,C003989,2024-12-20,44564.44,22175.38,Fleet Card,Open
A008121,C003991,2025-02-18,5671.64,2449.19,Fleet Card,Open
A008122,C003994,2023-03-06,13685.4,9671.8,Fleet Card,Open
A008123,C003993,2025-01-14,32976.06,15863.53,Fleet Card,Open
A008124,C003996,2023-02-16,72906.23,12879.98,Fleet Card,Open
A008125,C003996,2024-06-23,39364.21,24678.81,Revolving Credit,Open
A008126,C003996,2024-02-06,39392.96,26069.1,Fleet Card,Open
A008127,C003997,2024-05-03,3590.76,658.44,Commercial Card,Open
A008128,C003997,2023-09-25,2849.5,416.09,Fleet Card,Open
A008129,C003997,2024-11-11,4797.98,2143.56,Commercial Card,Open
A008130,C003998,2023-08-14,14722.64,10961.57,Fleet Card,Open
A008131,C003998,2023-05-21,36000.14,16440.58,Revolving Credit,Closed
A008132,C003998,2024-10-29,8675.36,2365.26,Commercial Card,Open
A008133,C003999,2024-11-02,2876.38,1941.66,Commercial Card,Open
A008134,C004000,2023-11-19,21322.71,7450.19,Fleet Card,Open
A008135,C004000,2024-10-23,8240.07,1957.49,Commercial Card,Open
A008136,C004000,2023-09-08,7183.76,3974.14,Fleet Card,Open
A008137,C004002,2023-12-04,8336.23,5348.82,Fleet Card,Open
A008138,C004003,2023-06-19,12036.23,8755.33,Commercial Card,Open
A008139,C004003,2024-09-03,10227.67,6345.81,Fleet Card,Open
A008140,C004003,2023-05-15,4412.59,2831.96,Revolving Credit,Open
A008141,C004003,2023-04-17,3762.95,2096.54,Revolving Credit,Open
A008142,C004004,2024-06-09,6753.15,5998.62,Commercial Card,Open
A008143,C004004,2023-02-08,12589.01,5751.07,Fleet Card,Open
A008144,C004004,2024-04-09,10963.03,6011.16,Revolving Credit,Open
A008145,C004004,2024-12-09,12529.61,3824.63,Commercial Card,Open
A008146,C004005,2024-12-09,9333.26,3599.32,Fleet Card,Open
A008147,C004005,2023-03-18,18178.7,11588.09,Revolving Credit,Open
A008148,C004007,2023-11-22,17691.07,7245.68,Revolving Credit,Open
A008149,C004007,2023-12-02,54437.46,19244.18,Commercial Card,Open
A008150,C004008,2024-01-28,2906.17,965.02,Revolving Credit,Open
A008151,C004008,2023-11-26,2596.41,1292.7,Revolving Credit,Open
A008152,C004009,2025-02-05,11621.17,1980.53,Revolving Credit,Open
A008153,C004009,2023-07-18,16596.24,5423.5,Commercial Card,Open
A008154,C004010,2025-03-08,7541.38,2674.43,Revolving Credit,Closed
A008155,C004011,2023-04-19,13054.08,5058.79,Fleet Card,Open
A008156,C004010,2024-09-06,9761.73,2223.93,Commercial Card,Open
A008157,C004012,2023-09-15,3353.11,1796.54,Fleet Card,Open
A008158,C004012,2023-03-22,7108.71,,Revolving Credit,Open
A008159,C004012,2023-10-01,14552.2,10458.18,Commercial Card,Open
A008160,C004012,2024-01-17,13009.88,6025.44,Fleet Card,Open
A008161,C004012,2024-11-08,15911.09,5274.36,Revolving Credit,Open
A008162,C004013,2025-01-03,8353.93,2843.28,Revolving Credit,Open
A008163,C004013,2023-04-27,11296.69,7188.95,Revolving Credit,Open
A008164,C004014,2024-10-12,2726.86,897.69,Fleet Card,Open
A008165,C004016,2024-07-01,67217.47,29731.03,Commercial Card,Open
A008166,C004016,2024-01-27,38595.75,17829.58,Fleet Card,Open
A008167,C004016,2024-11-21,101243.7,24802.9,Revolving Credit,Open
A008168,C004017,2023-12-04,26628.84,11567.47,Fleet Card,Open
A008169,C004018,2024-05-09,41264.01,7474.07,Fleet Card,Open
A008170,C004018,2024-05-31,29866.88,7170.3,Commercial Card,Open
A008171,C004020,2023-03-25,16519.72,8204.57,Commercial Card,Open
A008172,C004021,2023-06-10,48006.7,12464.97,Fleet Card,Open
A008173,C004021,2024-09-20,91216.28,13982.13,Revolving Credit,Open
A008174,C004022,2024-06-09,25446.76,4900.55,Commercial Card,Open
A008175,C004022,2023-12-28,31561.96,10526.56,Commercial Card,Closed
A008176,C004022,2023-12-20,26501.79,19441.3,Revolving Credit,Open
A008177,C004024,2024-03-04,29702.94,10175.93,Revolving Credit,Open
A008178,C004024,2024-04-09,29563.11,6210.01,Fleet Card,Open
A008179,C004024,2023-08-04,22288.35,9155.57,Commercial Card,Open
A008180,C004025,2025-01-20,5515.0,1040.65,Revolving Credit,Open
A008181,C004025,2024-08-20,16711.58,13515.06,Fleet Card,Open
A008182,C004027,2024-09-17,8301.48,6207.19,Commercial Card,Open
A008183,C004026,2024-09-16,25984.78,13630.7,Fleet Card,Open
A008184,C004027,2025-03-08,28070.67,6769.89,Commercial Card,Open
A008185,C004028,2024-08-20,6846.65,,Commercial Card,Closed
A008186,C004029,2024-04-23,14328.29,7939.12,Commercial Card,Open
A008187,C004030,2023-11-06,11285.96,3359.73,Fleet Card,Closed
A008188,C004030,2024-04-25,14472.38,5342.15,Revolving Credit,Open
A008189,C004031,2023-04-28,25502.07,6770.45,Commercial Card,Open
A008190,C004032,2024-04-26,14998.85,9086.22,Fleet Card,Open
A008191,C004032,2023-06-30,19294.17,3007.61,Revolving Credit,Closed
A008192,C004032,2024-03-16,12768.64,7211.61,Fleet Card,Open
A008193,C004033,2024-09-20,11545.46,4126.27,Commercial Card,Open
A008194,C004034,2023-07-14,5260.59,2997.16,Fleet Card,Open
A008195,C004038,2023-06-06,12967.16,6496.45,Commercial Card,Open
A008196,C004038,2025-01-01,4465.03,1122.08,Revolving Credit,Open
A008197,C004038,2024-10-27,6537.29,4201.46,Revolving Credit,Open
A008198,C004039,2024-01-31,3040.89,842.69,Commercial Card,Open
A008199,C004039,2023-04-02,3340.37,2797.35,Revolving Credit,Open
A008200,C004040,2024-03-06,18464.7,10559.54,Commercial Card,Open
A008201,C004040,2024-11-17,23300.81,10823.08,Commercial Card,Open
A008202,C004041,2024-07-10,2639.04,1288.28,Fleet Card,Open
A008203,C004041,2023-01-27,3332.25,1276.95,Commercial Card,Open
A008204,C004041,2023-05-23,3834.02,1271.49,Revolving Credit,Open
A008205,C004042,2023-06-23,2921.6,1337.92,Fleet Card,Open
A008206,C004042,2025-02-21,2951.14,1680.73,Fleet Card,Open
A008207,C004042,2023-09-29,6414.84,2095.19,Fleet Card,Open
A008208,C004043,2024-11-09,13439.51,4990.22,Commercial Card,Open
A008209,C004043,2024-12-22,11003.05,2480.89,Commercial Card,Open
A008210,C004043,2023-03-23,6079.48,,Revolving Credit,Open
A008211,C004043,2024-12-14,18198.98,10183.85,Revolving Credit,Open
A008212,C004043,2023-12-04,4713.67,1242.28,Fleet Card,Open
A008213,C004044,2024-03-15,15045.93,8099.15,Commercial Card,Closed
A008214,C004045,2024-08-22,19317.36,9415.38,Fleet Card,Open
A008215,C004045,2023-05-28,19100.76,9833.64,Revolving Credit,Open
A008216,C004045,2024-01-10,6060.45,2733.64,Fleet Card,Open
A008217,C004045,2024-02-27,20238.59,7399.94,Commercial Card,Open
A008218,C004045,2025-03-14,7142.46,653.83,Revolving Credit,Open
A008219,C004046,2024-05-24,14571.32,5516.43,Commercial Card,Open
A008220,C004046,2023-08-03,12386.33,6461.88,Revolving Credit,Open
A008221,C004046,2024-11-08,18977.56,3855.07,Revolving Credit,Open
A008222,C004046,2024-04-20,11003.64,5515.9,Fleet Card,Open
A008223,C004046,2025-01-21,14553.2,3883.93,Revolving Credit,Open
A008224,C004047,2023-10-13,14976.45,8300.32,Commercial Card,Open
A008225,C004048,2024-09-21,27169.28,9104.66,Fleet Card,Open
A008226,C004049,2023-10-26,33011.33,,Revolving Credit,Open
A008227,C004049,2025-02-02,20980.93,3414.03,Revolving Credit,Open
A008228,C004049,2024-09-12,26622.25,13125.71,Revolving Credit,Open
A008229,C004049,2023-07-17,9893.03,4186.1,Commercial Card,Open
A008230,C004050,2024-07-28,6924.41,4162.83,Fleet Card,Open
A008231,C004050,2023-11-13,8441.03,3219.18,Fleet Card,Open
A008232,C004050,2024-02-10,2854.96,2311.53,Revolving Credit,Open
A008233,C004050,2023-01-15,6046.89,770.34,Revolving Credit,Open
A008234,C004051,2024-03-14,10294.0,1385.68,Commercial Card,Open
A008235,C004051,2024-10-16,10660.12,5524.5,Commercial Card,Closed
A008236,C004051,2025-02-13,10458.65,6621.32,Fleet Card,Open
A008237,C004051,2023-08-07,8119.43,2400.64,Fleet Card,Open
A008238,C004052,2024-07-09,6168.23,1355.46,Commercial Card,Open
A008239,C004053,2023-04-27,7099.95,3539.27,Commercial Card,Closed
A008240,C004054,2024-10-17,6682.11,3726.28,Commercial Card,Open
A008241,C004054,2024-08-19,5993.39,2586.46,Commercial Card,Open
A008242,C004054,2025-01-02,5662.06,,Fleet Card,Open
A008243,C004055,2023-10-21,8798.97,3950.12,Revolving Credit,Open
A008244,C004055,2024-08-29,5876.71,3863.23,Commercial Card,Open
A008245,C004055,2024-05-04,5375.51,1373.47,Fleet Card,Open
A008246,C004055,2023-10-06,8800.44,2302.16,Fleet Card,Open
A008247,C004055,2024-08-16,6725.51,2314.69,Fleet Card,Open
A008248,C004056,2023-03-11,18694.38,9280.05,Fleet Card,Open
A008249,C004056,2024-06-25,4299.3,1548.13,Fleet Card,Open
A008250,C004057,2023-03-04,4033.57,2278.55,Commercial Card,Open
A008251,C004057,2024-04-16,9983.95,7483.17,Commercial Card,Open
A008252,C004059,2024-02-21,9004.02,3701.28,Revolving Credit,Open
A008253,C004058,2024-06-25,14111.69,1711.24,Fleet Card,Open
A008254,C004059,2023-05-29,7586.43,2878.15,Commercial Card,Open
A008255,C004060,2023-10-26,4253.14,2681.54,Commercial Card,Open
A008256,C004061,2023-10-27,6730.2,2747.3,Commercial Card,Open
A008257,C004061,2023-11-26,24237.25,14097.18,Fleet Card,Open
A008258,C004062,2023-08-07,9523.52,1674.31,Commercial Card,Open
A008259,C004062,2023-09-14,13229.77,6075.4,Fleet Card,Open
A008260,C004063,2024-09-11,76460.12,37810.66,Fleet Card,Open
A008261,C004064,2025-01-08,11584.61,5015.33,Fleet Card,Open
A008262,C004064,2024-07-23,19594.92,6113.59,Fleet Card,Open
A008263,C004064,2023-07-15,7843.38,793.61,Revolving Credit,Open
A008264,C004064,2023-02-16,24762.05,15545.25,Fleet Card,Open
A008265,C004064,2023-04-16,32876.27,,Revolving Credit,Open
A008266,C004066,2023-08-02,9552.83,7317.28,Fleet Card,Open
A008267,C004067,2023-08-27,4297.41,617.1,Commercial Card,Open
A008268,C004068,2024-02-06,6900.52,3000.39,Commercial Card,Open
A008269,C004068,2023-05-07,4974.26,1214.59,Revolving Credit,Open
A008270,C004068,2023-03-15,2500.0,1311.94,Fleet Card,Open
A008271,C004068,2024-07-04,2696.49,2099.68,Fleet Card,Closed
A008272,C004068,2024-06-18,6246.87,2563.24,Fleet Card,Open
A008273,C004069,2023-07-13,23149.09,8841.53,Fleet Card,Open
A008274,C004069,2023-02-20,4766.7,2549.28,Revolving Credit,Open
A008275,C004070,2023-01-13,11438.51,6000.95,Revolving Credit,Open
A008276,C004072,2024-05-03,59935.87,13864.16,Revolving Credit,Open
A008277,C004072,2024-05-18,48618.08,1237.22,Commercial Card,Open
A008278,C004073,2023-09-11,52963.55,23100.96,Commercial Card,Open
A008279,C004073,2024-10-18,15956.78,13904.5,Fleet Card,Open
A008280,C004074,2023-12-04,11425.15,6609.44,Commercial Card,Open
A008281,C004075,2024-08-14,3395.78,2221.49,Fleet Card,Open
A008282,C004076,2023-01-17,3695.92,2091.76,Revolving Credit,Open
A008283,C004077,2024-03-24,3057.59,602.03,Fleet Card,Open
A008284,C004078,2024-02-09,12452.48,6848.68,Fleet Card,Open
A008285,C004078,2023-10-23,20770.19,11735.85,Commercial Card,Open
A008286,C004078,2023-11-05,9482.42,2199.51,Revolving Credit,Open
A008287,C004078,2023-12-30,16623.06,5504.24,Revolving Credit,Open
A008288,C004079,2023-08-11,2500.0,1074.51,Fleet Card,Open
A008289,C004079,2024-01-14,8770.51,5348.19,Revolving Credit,Open
A008290,C004079,2023-10-26,5300.98,1204.18,Fleet Card,Open
A008291,C004079,2023-02-01,5946.48,,Revolving Credit,Open
A008292,C004080,2024-11-22,4282.24,2016.67,Revolving Credit,Open
A008293,C004080,2023-03-07,3152.69,947.16,Commercial Card,Open
A008294,C004080,2024-12-26,3344.02,1046.62,Commercial Card,Open
A008295,C004080,2023-08-04,3723.87,2223.17,Fleet Card,Open
A008296,C004080,2023-11-05,2922.24,839.97,Fleet Card,Open
A008297,C004081,2024-09-16,2899.6,1633.13,Revolving Credit,Open
A008298,C004082,2023-09-09,9702.17,8167.75,Revolving Credit,Open
A008299,C004081,2023-02-27,5870.82,3421.32,Revolving Credit,Open
A008300,C004081,2024-11-10,6578.65,1373.58,Fleet Card,Open
A008301,C004082,2023-01-11,3077.87,1788.62,Fleet Card,Open
A008302,C004083,2023-05-21,7319.18,3273.82,Fleet Card,Open
A008303,C004083,2023-05-09,13531.88,5611.41,Revolving Credit,Open
A008304,C004084,2024-08-21,72080.38,21594.96,Fleet Card,Open
A008305,C004084,2024-05-16,838493.1,52879.75,Revolving Credit,Open
A008306,C004085,2024-12-30,26505.16,10302.66,Fleet Card,Open
A008307,C004086,2023-01-18,22755.41,5383.74,Revolving Credit,Open
A008308,C004087,2025-01-10,6303.07,,Commercial Card,Open
A008309,C004088,2023-07-23,3189.99,1141.79,Commercial Card,Open
A008310,C004089,2024-12-15,11724.46,3989.65,Commercial Card,Closed
A008311,C004089,2025-03-11,16060.01,4847.42,Revolving Credit,Open
A008312,C004089,2024-07-13,10948.35,218.97,Fleet Card,Open
A008313,C004090,2023-04-22,4160.85,1491.31,Fleet Card,Open
A008314,C004091,2023-10-28,3083.24,1163.35,Revolving Credit,Open
A008315,C004090,2023-09-20,3150.27,1739.51,Revolving Credit,Open
A008316,C004090,2023-12-10,2500.0,1520.9,Fleet Card,Open
A008317,C004090,2024-03-07,2500.0,671.91,Fleet Card,Open
A008318,C004092,2024-04-23,18888.82,5316.87,Commercial Card,Open
A008319,C004092,2024-08-29,4811.35,1016.44,Commercial Card,Open
A008320,C004092,2023-04-20,11907.7,6941.11,Commercial Card,Open
A008321,C004093,2024-07-01,18946.13,2923.75,Revolving Credit,Open
A008322,C004093,2024-09-14,29227.57,2084.44,Fleet Card,Closed
A008323,C004094,2023-07-02,9874.54,1783.44,Fleet Card,Open
A008324,C004094,2023-11-13,35572.15,15353.46,Fleet Card,Open
A008325,C004094,2024-10-13,40237.31,12737.34,Revolving Credit,Open
A008326,C004094,2024-12-10,10995.75,3052.35,Commercial Card,Open
A008327,C004094,2023-08-03,6276.21,2028.12,Fleet Card,Open
A008328,C004095,2023-03-04,15146.73,6281.09,Fleet Card,Open
A008329,C004095,2023-09-16,26985.35,7143.24,Fleet Card,Open
A008330,C004095,2023-09-18,10614.17,5940.17,Fleet Card,Open
A008331,C004095,2024-01-26,30061.26,21003.94,Commercial Card,Open
A008332,C004095,2024-05-05,17367.86,4443.14,Revolving Credit,Open
A008333,C004096,2023-04-28,9154.47,,Commercial Card,Open
A008334,C004096,2024-04-24,30171.55,6611.74,Fleet Card,Closed
A008335,C004096,2023-06-21,42692.65,32317.48,Revolving Credit,Open
A008336,C004097,2024-08-15,7148.18,2935.77,Fleet Card,Open
A008337,C004097,2023-05-05,3085.59,1285.05,Revolving Credit,Open
A008338,C004099,2023-02-13,12076.02,7886.55,Commercial Card,Open
A008339,C004100,2023-05-22,6497.62,894.39,Fleet Card,Open
A008340,C004100,2023-04-26,11270.09,6316.98,Commercial Card,Open
A008341,C004102,2024-02-20,7132.84,3408.77,Commercial Card,Open
A008342,C004102,2023-11-26,6395.42,3905.82,Commercial Card,Open
A008343,C004101,2024-03-10,5128.99,1116.68,Commercial Card,Open
A008344,C004101,2024-07-23,6185.15,4174.69,Commercial Card,Open
A008345,C004103,2025-01-22,22265.59,7085.93,Commercial Card,Open
A008346,C004103,2023-07-17,71011.33,19864.97,Fleet Card,Open
A008347,C004103,2023-06-26,97513.54,11551.76,Commercial Card,Open
A008348,C004105,2024-11-13,9619.8,5679.78,Revolving Credit,Open
A008349,C004105,2024-03-13,26654.55,8168.68,Commercial Card,Open
A008350,C004104,2023-06-05,23871.03,4277.23,Fleet Card,Open
A008351,C004106,2024-12-18,5230.29,1626.7,Revolving Credit,Open
A008352,C004106,2024-09-17,5656.48,3475.8,Commercial Card,Open
A008353,C004106,2023-08-16,6869.9,,Commercial Card,Closed
A008354,C004107,2023-01-23,4984.2,1545.22,Commercial Card,Open
A008355,C004107,2023-11-17,4099.22,1283.86,Fleet Card,Open
A008356,C004108,2023-06-20,13103.21,3476.39,Fleet Card,Open
A008357,C004108,2023-10-20,7265.67,2748.13,Commercial Card,Closed
A008358,C004108,2025-02-12,7264.56,1774.73,Commercial Card,Open
A008359,C004109,2024-06-26,9374.29,988.06,Commercial Card,Open
A008360,C004111,2024-10-05,15589.54,9135.12,Fleet Card,Closed
A008361,C004112,2024-12-04,53457.89,10663.81,Commercial Card,Open
A008362,C004112,2023-11-08,56339.37,15719.21,Fleet Card,Open
A008363,C004114,2023-03-27,5765.79,833.07,Revolving Credit,Open
A008364,C004114,2023-02-24,15243.62,2453.72,Commercial Card,Open
A008365,C004115,2024-05-27,9889.93,6657.71,Commercial Card,Open
A008366,C004115,2025-02-11,3350.74,912.66,Revolving Credit,Open
A008367,C004116,2023-01-20,7584.11,3201.73,Revolving Credit,Open
A008368,C004117,2023-08-13,10078.9,5749.5,Fleet Card,Open
A008369,C004118,2023-04-28,5596.71,1844.81,Commercial Card,Open
A008370,C004119,2024-11-05,2500.0,1240.31,Fleet Card,Open
A008371,C004118,2025-03-16,2580.28,1580.34,Revolving Credit,Open
A008372,C004119,2023-04-15,4235.15,2080.61,Revolving Credit,Closed
A008373,C004119,2024-12-13,4559.17,1951.35,Commercial Card,Open
A008374,C004120,2024-10-27,22422.47,15469.87,Revolving Credit,Open
A008375,C004121,2023-10-08,5042.0,2481.04,Fleet Card,Open
A008376,C004121,2024-12-18,11166.21,3156.57,Fleet Card,Open
A008377,C004122,2024-11-02,13769.9,8474.63,Fleet Card,Open
A008378,C004122,2024-10-29,25780.97,8201.67,Revolving Credit,Open
A008379,C004122,2024-03-05,25020.04,10779.14,Fleet Card,Open
A008380,C004122,2025-03-24,35883.19,8550.02,Fleet Card,Open
A008381,C004123,2024-09-11,40479.25,15218.98,Commercial Card,Open
A008382,C004123,2025-02-28,18147.5,10767.77,Revolving Credit,Open
A008383,C004124,2024-05-21,10942.22,6520.34,Revolving Credit,Open
A008384,C004124,2024-07-31,6965.19,3037.19,Revolving Credit,Open
A008385,C004124,2025-02-26,10232.94,4900.91,Commercial Card,Open
A008386,C004124,2023-03-23,18827.93,5906.89,Fleet Card,Open
A008387,C004124,2023-04-14,6387.19,4105.39,Commercial Card,Open
A008388,C004125,2023-11-11,4976.08,839.57,Commercial Card,Open
